id,lat,lon,user,uid,version,changeset,timestamp
3928510331,53.4346322,-1.398558,Warofdreams,26825,1,36378695,2016-01-05T11:44:32Z
3931095044,53.4212981,-1.3508074,Warofdreams,26825,1,36412827,2016-01-06T20:32:30Z
3932558858,53.4219289,-1.3298715,Warofdreams,26825,1,36430325,2016-01-07T18:14:20Z
3937606613,53.4066171,-1.3757287,Warofdreams,26825,1,36482415,2016-01-10T13:08:03Z
3941623215,53.437023,-1.3342947,Warofdreams,26825,1,36529372,2016-01-12T13:51:18Z
3943420295,53.4047573,-1.361565,Warofdreams,26825,1,36547370,2016-01-13T11:15:50Z
3962220731,53.308808,-1.3781638,Warofdreams,26825,1,36765076,2016-01-23T20:06:45Z
3986492854,53.3095205,-1.3513985,Warofdreams,26825,1,36980900,2016-02-03T16:45:17Z
3997877729,53.3085602,-1.3629624,Warofdreams,26825,1,37107750,2016-02-09T18:38:09Z
4002765115,53.3318172,-1.5816273,JoeMallia,2660405,1,37170388,2016-02-12T15:21:13Z
4011465083,53.3051128,-1.3681363,Warofdreams,26825,1,37271769,2016-02-17T17:24:40Z
4023753294,53.2980714,-1.4477807,Warofdreams,26825,1,37414121,2016-02-24T15:00:51Z
4050939450,53.30911,-1.3718465,Warofdreams,26825,1,37710440,2016-03-09T15:02:17Z
4068794965,53.4012928,-1.3665121,Warofdreams,26825,1,37942973,2016-03-19T18:11:03Z
4072133630,53.3001143,-1.4252773,Warofdreams,26825,1,37982706,2016-03-21T18:22:35Z
4110683310,53.2933879,-1.4573094,Warofdreams,26825,1,38441368,2016-04-10T01:43:10Z
4128695864,53.2952899,-1.4577969,Warofdreams,26825,1,38651255,2016-04-17T20:20:01Z
4130835802,53.3081847,-1.4748118,Warofdreams,26825,1,38671059,2016-04-18T16:02:11Z
4135814636,53.3121869,-1.4614014,Warofdreams,26825,1,38726988,2016-04-20T12:31:07Z
4140694865,53.3089445,-1.4625448,Warofdreams,26825,1,38784319,2016-04-22T12:26:30Z
4143231372,53.2965217,-1.4734744,Warofdreams,26825,1,38818453,2016-04-23T18:17:41Z
4154462473,53.2935,-1.4604503,Warofdreams,26825,1,38969810,2016-04-28T23:18:00Z
4164020278,53.3090029,-1.4482802,Warofdreams,26825,1,39082280,2016-05-03T21:22:40Z
4179407308,53.3022733,-1.5062835,Warofdreams,26825,1,39252351,2016-05-11T20:38:41Z
4184168119,53.3021771,-1.5026927,Warofdreams,26825,1,39300010,2016-05-13T19:56:33Z
4193386371,53.3244277,-1.5452759,Warofdreams,26825,1,39398138,2016-05-18T11:15:00Z
4196238758,53.2997908,-1.4938744,Warofdreams,26825,1,39439626,2016-05-19T23:54:30Z
4217393423,53.295069,-1.5210404,Warofdreams,26825,1,39688629,2016-05-31T13:24:37Z
4230237874,53.2968662,-1.493801,Warofdreams,26825,1,39861568,2016-06-07T13:35:36Z
4235542014,53.299235,-1.4829743,Warofdreams,26825,1,39930145,2016-06-10T13:48:53Z
4268599359,53.3304918,-1.5480739,Warofdreams,26825,1,40328039,2016-06-27T18:52:22Z
4289359185,53.4369762,-1.386041,Warofdreams,26825,1,40555475,2016-07-07T20:37:37Z
4300661466,53.4181832,-1.33547,Warofdreams,26825,1,40713539,2016-07-13T14:22:30Z
4309194956,53.4275132,-1.3255947,Warofdreams,26825,1,40820567,2016-07-18T14:45:33Z
4318451250,53.4331074,-1.3220441,Warofdreams,26825,1,40993749,2016-07-24T15:54:52Z
4321016222,53.4165695,-1.3275237,Warofdreams,26825,1,41034739,2016-07-26T10:58:07Z
4671775434,53.3624733,-1.3160324,GhostWolf,1887764,1,45883902,2017-02-07T12:23:06Z
4845326019,53.4520369,-1.4891874,Hangzhou,425413,1,48555443,2017-05-10T08:52:04Z
